trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant,rt,stimulus,response,condition,shape,image_path,surprisal,n_sides,text_response,word_count,practice_response
survey-text,16,12,2.0.0,653994,phts0u8cvs2,koala,67564,NA,"{""image_description"":""triangle with huge spike on top connected to reverse C shape and big spike on top, big spike inside the curve""}",study,127,stimuli/127.jpg,7055.1,28,"triangle with huge spike on top connected to reverse C shape and big spike on top, big spike inside the curve",21,rectangle
survey-text,17,13,2.0.0,729740,phts0u8cvs2,koala,75239,NA,"{""image_description"":""square with quadrilateral cave-in on top and left side, cut corner on the right, cut corners on right side, spikes on the bottom and triangle cutout, ""}",study,118,stimuli/118.jpg,7003.15,26,"square with quadrilateral cave-in on top and left side, cut corner on the right, cut corners on right side, spikes on the bottom and triangle cutout,",27,rectangle
survey-text,18,14,2.0.0,749340,phts0u8cvs2,koala,19096,NA,"{""image_description"":""square with spiky cave-ins on each side""}",study,147,stimuli/147.jpg,7182.98,32,square with spiky cave-ins on each side,7,rectangle
survey-text,19,15,2.0.0,823569,phts0u8cvs2,koala,73727,NA,"{""image_description"":""square shape with bottom left corner cut, right top and bottom spiky cave-ins, left top spiky cave-in""}",study,128,stimuli/128.jpg,7090.6,28,"square shape with bottom left corner cut, right top and bottom spiky cave-ins, left top spiky cave-in",17,rectangle
survey-text,20,16,2.0.0,875887,phts0u8cvs2,koala,51814,NA,"{""image_description"":""2 weird pentagons on top of each other, smaller triangle with spike on bottom attached to the bottom""}",study,52,stimuli/52.jpg,6699.28,13,"2 weird pentagons on top of each other, smaller triangle with spike on bottom attached to the bottom",18,rectangle
survey-text,21,17,2.0.0,958928,phts0u8cvs2,koala,82536,NA,"{""image_description"":""squarish shape with cut parallel sides and triangle cut into bottom""}",study,22,stimuli/22.jpg,6593.16,7,squarish shape with cut parallel sides and triangle cut into bottom,11,rectangle
survey-text,22,18,2.0.0,998906,phts0u8cvs2,koala,39463,NA,"{""image_description"":""looks like louisiana but short and stumpy""}",study,72,stimuli/72.jpg,6817.14,17,looks like louisiana but short and stumpy,7,rectangle
survey-text,23,19,2.0.0,1043083,phts0u8cvs2,koala,43666,NA,"{""image_description"":""rock with triangle cutout at the bottom and long dinosaur looking head to the left""}",study,113,stimuli/113.jpg,6936.3,25,rock with triangle cutout at the bottom and long dinosaur looking head to the left,15,rectangle
survey-text,24,20,2.0.0,1095353,phts0u8cvs2,koala,51751,NA,"{""image_description"":""first shape is rectangle with spiky cutouts and second shape is three quadrilaterals attached at different points""}",study,108,stimuli/108.jpg,7046.82,24,first shape is rectangle with spiky cutouts and second shape is three quadrilaterals attached at different points,17,rectangle
survey-text,5,1,2.0.0,135232,pj73gzxllrw,parrot,33574,NA,"{""image_description"":""Kinda looks like a state with 14 edges or so, random jadged edges in some area.\n""}",study,68,stimuli/68.jpg,6783.11,16,"Kinda looks like a state with 14 edges or so, random jadged edges in some area.
",16,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,6,2,2.0.0,186702,pj73gzxllrw,parrot,50964,NA,"{""image_description"":""Triangle with a flattened top, turned on a 250 degree angle.\n""}",study,12,stimuli/12.jpg,6544.99,5,"Triangle with a flattened top, turned on a 250 degree angle.
",11,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,7,3,2.0.0,237719,pj73gzxllrw,parrot,50514,NA,"{""image_description"":""Jagged image again with lots of curves and edges, no real pattern just a shape with lots of curves and edges. ""}",study,157,stimuli/157.jpg,7214.07,34,"Jagged image again with lots of curves and edges, no real pattern just a shape with lots of curves and edges.",22,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,8,4,2.0.0,275824,pj73gzxllrw,parrot,37600,NA,"{""image_description"":""6 edges and a triangular shape that creates a shape that is like a mix of a triangle and trapezoid. ""}",study,18,stimuli/18.jpg,6619.38,6,6 edges and a triangular shape that creates a shape that is like a mix of a triangle and trapezoid.,21,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,9,5,2.0.0,298433,pj73gzxllrw,parrot,22104,NA,"{""image_description"":""Kinda looks like a dog pointing his nose up with no legs.""}",study,106,stimuli/106.jpg,6901.59,24,Kinda looks like a dog pointing his nose up with no legs.,12,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,10,6,2.0.0,316629,pj73gzxllrw,parrot,17693,NA,"{""image_description"":""Looks like an elephant with 2 legs pointing downward. ""}",study,59,stimuli/59.jpg,6820.36,14,Looks like an elephant with 2 legs pointing downward.,10,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,11,7,2.0.0,333017,pj73gzxllrw,parrot,15883,NA,"{""image_description"":""Kinda like the top of a flower with no definition in the petals. \n""}",study,30,stimuli/30.jpg,6632.49,8,"Kinda like the top of a flower with no definition in the petals. 
",14,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,12,8,2.0.0,343901,pj73gzxllrw,parrot,10380,NA,"{""image_description"":""A fish with wings\n""}",study,111,stimuli/111.jpg,7024.76,25,"A fish with wings
",4,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,13,9,2.0.0,360261,pj73gzxllrw,parrot,15858,NA,"{""image_description"":""A bee with no real definition in the face or legs""}",study,104,stimuli/104.jpg,6941.74,23,A bee with no real definition in the face or legs,11,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,14,10,2.0.0,373372,pj73gzxllrw,parrot,12606,NA,"{""image_description"":""Malgamation of shapes put together""}",study,153,stimuli/153.jpg,7262.77,33,Malgamation of shapes put together,5,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,15,11,2.0.0,397601,pj73gzxllrw,parrot,23722,NA,"{""image_description"":""Another malgamation of shapes put together to create a chomping animal maybe? ""}",study,118,stimuli/118.jpg,7003.15,26,Another malgamation of shapes put together to create a chomping animal maybe?,13,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,16,12,2.0.0,410972,pj73gzxllrw,parrot,12867,NA,"{""image_description"":""A bunch of zig zags but expanded\n""}",study,147,stimuli/147.jpg,7182.98,32,"A bunch of zig zags but expanded
",7,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,17,13,2.0.0,420756,pj73gzxllrw,parrot,9280,NA,"{""image_description"":""Looks like the state of montana""}",study,27,stimuli/27.jpg,6627.84,8,Looks like the state of montana,6,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,18,14,2.0.0,440663,pj73gzxllrw,parrot,19401,NA,"{""image_description"":""Those plant chomping animals from mario ""}",study,134,stimuli/134.jpg,7048.98,29,Those plant chomping animals from mario,7,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,19,15,2.0.0,509229,pj73gzxllrw,parrot,68060,NA,"{""image_description"":""Long rectangle attached to a square which attaches to a curved area ""}",study,73,stimuli/73.jpg,6798.06,17,Long rectangle attached to a square which attaches to a curved area,13,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,20,16,2.0.0,519758,pj73gzxllrw,parrot,10026,NA,"{""image_description"":""A unicorn""}",study,44,stimuli/44.jpg,6692.06,11,A unicorn,2,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,21,17,2.0.0,535859,pj73gzxllrw,parrot,15597,NA,"{""image_description"":""Rayquaza the pokemon but less serpent like""}",study,90,stimuli/90.jpg,6873.09,20,Rayquaza the pokemon but less serpent like,7,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,22,18,2.0.0,548634,pj73gzxllrw,parrot,12272,NA,"{""image_description"":""Idaho but the corner is jagged""}",study,33,stimuli/33.jpg,6635.57,9,Idaho but the corner is jagged,6,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,23,19,2.0.0,556669,pj73gzxllrw,parrot,7529,NA,"{""image_description"":""A chicken""}",study,148,stimuli/148.jpg,7141.91,32,A chicken,2,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,24,20,2.0.0,566875,pj73gzxllrw,parrot,9700,NA,"{""image_description"":""A triceratops ""}",study,77,stimuli/77.jpg,6870.06,18,A triceratops,3,"A square with a black outline and nothing on the inside, so overall just a white square with a black outline. "
survey-text,5,1,2.0.0,102118,pjq3ncgdq2t,flamingo,45890,NA,"{""image_description"":""A cat holding a knife up in both hands, head tilted slightly up.\n""}",study,91,stimuli/91.jpg,6985.65,21,"A cat holding a knife up in both hands, head tilted slightly up.
",13,4 lines making a square
survey-text,6,2,2.0.0,194699,pjq3ncgdq2t,flamingo,92076,NA,"{""image_description"":""a disfigured circle with 6 indentations that make it turn into a disfigured star ( 7 sharp edges).""}",study,158,stimuli/158.jpg,7134.9,34,a disfigured circle with 6 indentations that make it turn into a disfigured star ( 7 sharp edges).,18,4 lines making a square
survey-text,7,3,2.0.0,365001,pjq3ncgdq2t,flamingo,169794,NA,"{""image_description"":""The outline of phineas' head mixed in with a bigger outline of his head.""}",study,107,stimuli/107.jpg,6920.13,24,The outline of phineas' head mixed in with a bigger outline of his head.,14,4 lines making a square
survey-text,8,4,2.0.0,433449,pjq3ncgdq2t,flamingo,67943,NA,"{""image_description"":""Looks like two legs at the bottom with the rest beig two huge arms coming from it.""}",study,126,stimuli/126.jpg,7003.01,28,Looks like two legs at the bottom with the rest beig two huge arms coming from it.,17,4 lines making a square
survey-text,9,5,2.0.0,485492,pjq3ncgdq2t,flamingo,51538,NA,"{""image_description"":""I see a christmas tree with small wings and a chimney. ""}",study,153,stimuli/153.jpg,7262.77,33,I see a christmas tree with small wings and a chimney.,12,4 lines making a square
survey-text,10,6,2.0.0,501181,pjq3ncgdq2t,flamingo,15184,NA,"{""image_description"":""I see 3 lines that converge into a triangle""}",study,5,stimuli/5.jpg,6522.84,3,I see 3 lines that converge into a triangle,9,4 lines making a square
survey-text,11,7,2.0.0,555406,pjq3ncgdq2t,flamingo,53719,NA,"{""image_description"":""Looks like a car door from an upper right side angle without the side mirror included.""}",study,48,stimuli/48.jpg,6690.71,12,Looks like a car door from an upper right side angle without the side mirror included.,16,4 lines making a square
survey-text,12,8,2.0.0,588114,pjq3ncgdq2t,flamingo,32205,NA,"{""image_description"":""A triangle with two extra lines that make it look like a home plate.""}",study,15,stimuli/15.jpg,6585.63,5,A triangle with two extra lines that make it look like a home plate.,14,4 lines making a square
survey-text,13,9,2.0.0,604014,pjq3ncgdq2t,flamingo,15397,NA,"{""image_description"":""Looks like a puffer fish blown up""}",study,26,stimuli/26.jpg,6669.01,8,Looks like a puffer fish blown up,7,4 lines making a square
survey-text,14,10,2.0.0,625922,pjq3ncgdq2t,flamingo,21404,NA,"{""image_description"":""Looks like an origami swan""}",study,65,stimuli/65.jpg,6894.67,15,Looks like an origami swan,5,4 lines making a square
survey-text,15,11,2.0.0,710509,pjq3ncgdq2t,flamingo,83976,NA,"{""image_description"":""This looks like a chicken that is leaning back and looking up with its tail forming some hind leg""}",study,133,stimuli/133.jpg,7027.21,29,This looks like a chicken that is leaning back and looking up with its tail forming some hind leg,19,4 lines making a square
survey-text,16,12,2.0.0,730976,pjq3ncgdq2t,flamingo,19964,NA,"{""image_description"":""This looks like a US state, not sure which but...""}",study,68,stimuli/68.jpg,6783.11,16,"This looks like a US state, not sure which but...",10,4 lines making a square
survey-text,17,13,2.0.0,791667,pjq3ncgdq2t,flamingo,60186,NA,"{""image_description"":""It looks like a car without wheels and a tail, like a shark shaped car flying""}",study,70,stimuli/70.jpg,6790.01,16,"It looks like a car without wheels and a tail, like a shark shaped car flying",16,4 lines making a square
survey-text,18,14,2.0.0,841608,pjq3ncgdq2t,flamingo,49437,NA,"{""image_description"":""This looks like its up against a wall, some spilled milk perhaps.also looks like a praying mantis""}",study,52,stimuli/52.jpg,6699.28,13,"This looks like its up against a wall, some spilled milk perhaps.also looks like a praying mantis",17,4 lines making a square
survey-text,19,15,2.0.0,855152,pjq3ncgdq2t,flamingo,13040,NA,"{""image_description"":""This looks like a witch riding a broom""}",study,155,stimuli/155.jpg,7171.51,33,This looks like a witch riding a broom,8,4 lines making a square
survey-text,20,16,2.0.0,895668,pjq3ncgdq2t,flamingo,40011,NA,"{""image_description"":""This looks like a dog but as those candy toys where you put some pink pill into them and it deposits them.""}",study,110,stimuli/110.jpg,6951.51,24,This looks like a dog but as those candy toys where you put some pink pill into them and it deposits them.,22,4 lines making a square
survey-text,21,17,2.0.0,944611,pjq3ncgdq2t,flamingo,48438,NA,"{""image_description"":""Looks like a fish horse hybrid, head of a horse body of a fish""}",study,93,stimuli/93.jpg,6903.36,21,"Looks like a fish horse hybrid, head of a horse body of a fish",14,4 lines making a square
survey-text,22,18,2.0.0,995634,pjq3ncgdq2t,flamingo,50518,NA,"{""image_description"":""This looks like a floor plan of an oddly shaped house.""}",study,94,stimuli/94.jpg,6965.94,21,This looks like a floor plan of an oddly shaped house.,11,4 lines making a square
survey-text,23,19,2.0.0,1012260,pjq3ncgdq2t,flamingo,16122,NA,"{""image_description"":""I see an oddly shaped pentagon.""}",study,14,stimuli/14.jpg,6580.15,5,I see an oddly shaped pentagon.,6,4 lines making a square
survey-text,24,20,2.0.0,1026238,pjq3ncgdq2t,flamingo,13474,NA,"{""image_description"":""Another oddly shaped pentagon.""}",study,11,stimuli/11.jpg,6580.42,5,Another oddly shaped pentagon.,4,4 lines making a square
survey-text,5,1,2.0.0,87685,pkjo9rgcja5,manatee,64756,NA,"{""image_description"":""mermaid with a triangle for a head, a fin at the back of its head, one wing pointing southwest, and the tail pointing northeast, with a trapezoidal shape""}",study,106,stimuli/106.jpg,6901.59,24,"mermaid with a triangle for a head, a fin at the back of its head, one wing pointing southwest, and the tail pointing northeast, with a trapezoidal shape",28,"square
"
survey-text,6,2,2.0.0,126299,pkjo9rgcja5,manatee,38106,NA,"{""image_description"":""Right angle triangle with the angle on the left, with a inverse trapezoid at the bottom of the lefthand corner""}",study,39,stimuli/39.jpg,6609.47,10,"Right angle triangle with the angle on the left, with a inverse trapezoid at the bottom of the lefthand corner",20,"square
"
survey-text,7,3,2.0.0,177078,pkjo9rgcja5,manatee,50271,NA,"{""image_description"":""the plague doctor walking upwards northwest carrying a large sack""}",study,157,stimuli/157.jpg,7214.07,34,the plague doctor walking upwards northwest carrying a large sack,10,"square
"
