"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","10","2.0.0","856442","pnnvjwubprf","shark","122882","","{""image_description"":""Flying bird, but both of the wings are deformed. Triangular head shape. ""}","study","133","stimuli/133.jpg","7027.21","29","Flying bird, but both of the wings are deformed. Triangular head shape. ","13"
"","","","","","survey-text","11","2.0.0","1142004","pnnvjwubprf","shark","285054","","{""image_description"":""Two rectangular shapes with triangles sticking out""}","study","105","stimuli/105.jpg","7003.86","23","Two rectangular shapes with triangles sticking out","7"
"","","","","","survey-text","12","2.0.0","1149171","pnnvjwubprf","shark","6659","","{""image_description"":""triangle""}","study","3","stimuli/3.jpg","6526.68","3","triangle","1"
"","","","","","survey-text","13","2.0.0","1237004","pnnvjwubprf","shark","87332","","{""image_description"":""a very disformed rectangle connected to another shape that is a rectangle connected to a diamond""}","study","121","stimuli/121.jpg","6999.52","27","a very disformed rectangle connected to another shape that is a rectangle connected to a diamond","16"
"","","","","","survey-text","14","2.0.0","1265008","pnnvjwubprf","shark","27487","","{""image_description"":""rectangle with the right side removed and placed at the bottom of the left side""}","study","19","stimuli/19.jpg","6604.19","6","rectangle with the right side removed and placed at the bottom of the left side","15"
"","","","","","survey-text","15","2.0.0","1283387","pnnvjwubprf","shark","17861","","{""image_description"":""rectangle with right triangle removed from right side""}","study","13","stimuli/13.jpg","6577.27","5","rectangle with right triangle removed from right side","8"
"","","","","","survey-text","16","2.0.0","1308371","pnnvjwubprf","shark","24482","","{""image_description"":""vase shape with the left side being slightly higher than the right side""}","study","30","stimuli/30.jpg","6632.49","8","vase shape with the left side being slightly higher than the right side","13"
"","","","","","survey-text","17","2.0.0","1318363","pnnvjwubprf","shark","9489","","{""image_description"":""shield""}","study","51","stimuli/51.jpg","6793.84","13","shield","1"
"","","","","","survey-text","18","2.0.0","1336803","pnnvjwubprf","shark","17932","","{""image_description"":""rectangular shape attached to triangle shape""}","study","80","stimuli/80.jpg","6806.13","18","rectangular shape attached to triangle shape","6"
"","","","","","survey-text","19","2.0.0","1344544","pnnvjwubprf","shark","7237","","{""image_description"":""hand bunny""}","study","152","stimuli/152.jpg","7144.83","33","hand bunny","2"
"","","","","","survey-text","20","2.0.0","1370548","pnnvjwubprf","shark","25499","","{""image_description"":""cartoon bird sitting with a very long beak""}","study","88","stimuli/88.jpg","6908.86","20","cartoon bird sitting with a very long beak","8"
"","","","","","survey-text","21","2.0.0","1389884","pnnvjwubprf","shark","18823","","{""image_description"":""lapras from pokemon ""}","study","148","stimuli/148.jpg","7141.91","32","lapras from pokemon ","4"
"","","","","","survey-text","22","2.0.0","1428618","pnnvjwubprf","shark","38219","","{""image_description"":""ghost halloween costume. but they are very skinny in the middle""}","study","151","stimuli/151.jpg","7245.76","33","ghost halloween costume. but they are very skinny in the middle","11"
"","","","","","survey-text","23","2.0.0","1473761","pnnvjwubprf","shark","44628","","{""image_description"":""two rectangles and two triangles connected together""}","study","75","stimuli/75.jpg","6817.48","17","two rectangles and two triangles connected together","7"
"","","","","","survey-text","24","2.0.0","1483127","pnnvjwubprf","shark","8859","","{""image_description"":""church""}","study","25","stimuli/25.jpg","6595.51","7","church","1"
"","","","","","survey-text","25","2.0.0","1544847","pnnvjwubprf","shark","61199","","{""Q0"":""How do people breakdown and describe complex images"",""Q1"":""no"",""Q2"":""yes"",""Q3"":""Maybe a better variety of images, A lot of complex images, few easy to break down images""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","1549147","pnnvjwubprf","shark","4298","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","1550160","pnnvjwubprf","shark","null","","","","","","","","",""
