"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"true","false","[]","[]","[]","preload","0","2.0.0","527","po699y11ppv","lion","","","","","","","","","",""
"true","","","","","fullscreen","1","null","3262709","po699y11ppv","lion","3261238","","","","","","","","",""
"","","","","","html-keyboard-response","2","2.0.0","3286269","po699y11ppv","lion","23556","<p style=""width:900px;"">Welcome to the experiment. Your task is simple: Just describe what you see on the screen. On each trial, you will see an unfamiliar shape; your goal should be to describe the shape so that a person could draw something similar based on your description. Your description can be any number of words you feel are necessary to accurately describe the shape. Press any key to begin.</p>"," ","","","","","","",""
"","","","","","survey-text","3","2.0.0","3288422","po699y11ppv","lion","2144","","{""participant_id"":""lion""}","","","","","","",""
"","","","","","survey-text","4","2.0.0","3317013","po699y11ppv","lion","28568","","{""image_description"":""a shape with four corners and 4 sides that are equal in length""}","","","","","","",""
"","","","","","survey-text","5","2.0.0","3480507","po699y11ppv","lion","162992","","{""image_description"":""looks like two shapes connected together. the top looks like a bird and the bottom is kind of like a rectangle with some wedges cut into it""}","study","151","stimuli/151.jpg","7245.76","33","looks like two shapes connected together. the top looks like a bird and the bottom is kind of like a rectangle with some wedges cut into it","27"
"","","","","","survey-text","6","2.0.0","3673371","po699y11ppv","lion","192361","","{""image_description"":""a shape with 6 corners. a rectangle with a chunk on the right removed that is attached to a right triangle""}","study","50","stimuli/50.jpg","6725.34","12","a shape with 6 corners. a rectangle with a chunk on the right removed that is attached to a right triangle","21"
"","","","","","survey-text","7","2.0.0","3751302","po699y11ppv","lion","77427","","{""image_description"":""a right triangle with the right tip cut off and a triangular chunk removed from the top left""}","study","26","stimuli/26.jpg","6669.01","8","a right triangle with the right tip cut off and a triangular chunk removed from the top left","18"
"","","","","","survey-text","8","2.0.0","3921714","po699y11ppv","lion","169911","","{""image_description"":""a square with a triangle coming out of the left side and different sized chunks are removed ""}","study","143","stimuli/143.jpg","6915.69","31","a square with a triangle coming out of the left side and different sized chunks are removed ","18"
"","","","","","survey-text","9","2.0.0","4008723","po699y11ppv","lion","86507","","{""image_description"":""a triangle with scissors attached to the left and a small rectangle attached to that. a big rectangle attached on the bottom. a triangle on the right""}","study","153","stimuli/153.jpg","7262.77","33","a triangle with scissors attached to the left and a small rectangle attached to that. a big rectangle attached on the bottom. a triangle on the right","27"
