"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"true","false","[]","[]","[]","preload","0","2.0.0","806","pajlm381n7g","hedgehog","","","","","","","","","",""
"true","","","","","fullscreen","1","null","8083","pajlm381n7g","hedgehog","6271","","","","","","","","",""
"","","","","","html-keyboard-response","2","2.0.0","16196","pajlm381n7g","hedgehog","8110","<p style=""width:900px;"">Welcome to the experiment. Your task is simple: Just describe what you see on the screen. On each trial, you will see an unfamiliar shape; your goal should be to describe the shape so that a person could draw something similar based on your description. Your description can be any number of words you feel are necessary to accurately describe the shape. Press any key to begin.</p>"," ","","","","","","",""
"","","","","","survey-text","3","2.0.0","20757","pajlm381n7g","hedgehog","4558","","{""participant_id"":""hedgehog""}","","","","","","",""
"","","","","","survey-text","4","2.0.0","25035","pajlm381n7g","hedgehog","4267","","{""image_description"":""square""}","","","","","","",""
"","","","","","survey-text","5","2.0.0","37000","pajlm381n7g","hedgehog","11452","","{""image_description"":""dinosaur gone wrong""}","study","113","stimuli/113.jpg","6936.3","25","dinosaur gone wrong","3"
"","","","","","survey-text","6","2.0.0","49832","pajlm381n7g","hedgehog","12316","","{""image_description"":""the front of a train""}","study","116","stimuli/116.jpg","7061.19","26","the front of a train","5"
"","","","","","survey-text","7","2.0.0","63179","pajlm381n7g","hedgehog","12835","","{""image_description"":""the really ugly fish at the bottom of the sea""}","study","149","stimuli/149.jpg","7198.55","32","the really ugly fish at the bottom of the sea","10"
"","","","","","survey-text","8","2.0.0","81042","pajlm381n7g","hedgehog","17342","","{""image_description"":""a bird with a lot of wings""}","study","128","stimuli/128.jpg","7090.6","28","a bird with a lot of wings","7"
"","","","","","survey-text","9","2.0.0","135375","pajlm381n7g","hedgehog","53818","","{""image_description"":""just something really with a lot of spkies all around""}","study","132","stimuli/132.jpg","7051.12","29","just something really with a lot of spkies all around","10"
"","","","","","survey-text","10","2.0.0","144874","pajlm381n7g","hedgehog","8984","","{""image_description"":""an airplane""}","study","45","stimuli/45.jpg","6703.14","11","an airplane","2"
"","","","","","survey-text","11","2.0.0","180377","pajlm381n7g","hedgehog","34988","","{""image_description"":""a shape with two main shapes, one with six sides and one with 8 sides\n""}","study","64","stimuli/64.jpg","6822.22","15","a shape with two main shapes, one with six sides and one with 8 sides
","15"
"","","","","","survey-text","12","2.0.0","196416","pajlm381n7g","hedgehog","15521","","{""image_description"":""a dog digging a hole into the ground""}","study","150","stimuli/150.jpg","7209.25","32","a dog digging a hole into the ground","8"
"","","","","","survey-text","13","2.0.0","211973","pajlm381n7g","hedgehog","15042","","{""image_description"":""a boat with the sail crooked""}","study","71","stimuli/71.jpg","6779.96","17","a boat with the sail crooked","6"
"","","","","","survey-text","14","2.0.0","231860","pajlm381n7g","hedgehog","19369","","{""image_description"":""a microscope that's melting""}","study","73","stimuli/73.jpg","6798.06","17","a microscope that's melting","4"
"","","","","","survey-text","15","2.0.0","241158","pajlm381n7g","hedgehog","8778","","{""image_description"":""an almost triangle""}","study","39","stimuli/39.jpg","6609.47","10","an almost triangle","3"
"","","","","","survey-text","16","2.0.0","252218","pajlm381n7g","hedgehog","10548","","{""image_description"":""a wannabe octagon""}","study","29","stimuli/29.jpg","6694.47","8","a wannabe octagon","3"
