"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","10","2.0.0","344814","po26baes4xa","heron ","30171","","{""image_description"":""hook with an angle pointing to the left.""}","study","43","stimuli/43.jpg","6685.72","11","hook with an angle pointing to the left.","8"
"","","","","","survey-text","11","2.0.0","373191","po26baes4xa","heron ","27874","","{""image_description"":""angler fish with little legs and a hat instead of an antenna. ""}","study","149","stimuli/149.jpg","7198.55","32","angler fish with little legs and a hat instead of an antenna. ","13"
"","","","","","survey-text","12","2.0.0","405439","po26baes4xa","heron ","31747","","{""image_description"":""big arrow with a square shaped left bottom edge & and a point in the opposing direction.""}","study","39","stimuli/39.jpg","6609.47","10","big arrow with a square shaped left bottom edge & and a point in the opposing direction.","17"
"","","","","","survey-text","13","2.0.0","422224","po26baes4xa","heron ","16270","","{""image_description"":""mashed up squared and triangles ""}","study","150","stimuli/150.jpg","7209.25","32","mashed up squared and triangles ","6"
"","","","","","survey-text","14","2.0.0","449576","po26baes4xa","heron ","26845","","{""image_description"":""square that has been kicked in on the right side enough to make the top right a sharp angle. ""}","study","22","stimuli/22.jpg","6593.16","7","square that has been kicked in on the right side enough to make the top right a sharp angle. ","20"
"","","","","","survey-text","15","2.0.0","488537","po26baes4xa","heron ","38450","","{""image_description"":""like the outline of a pokemon""}","study","151","stimuli/151.jpg","7245.76","33","like the outline of a pokemon","6"
"","","","","","survey-text","16","2.0.0","513866","po26baes4xa","heron ","24820","","{""image_description"":""a square on the top left leading into four pointed triangles on each side""}","study","55","stimuli/55.jpg","6800","13","a square on the top left leading into four pointed triangles on each side","14"
"","","","","","survey-text","17","2.0.0","560019","po26baes4xa","heron ","45637","","{""image_description"":""a rectangle with many triangles feeding into eachother""}","study","110","stimuli/110.jpg","6951.51","24","a rectangle with many triangles feeding into eachother","8"
"","","","","","survey-text","18","2.0.0","604251","po26baes4xa","heron ","43718","","{""image_description"":""a splatter but its rectangles and triangles.""}","study","153","stimuli/153.jpg","7262.77","33","a splatter but its rectangles and triangles.","7"
"","","","","","survey-text","19","2.0.0","621100","po26baes4xa","heron ","16342","","{""image_description"":""a bird with a pointy bead headed to the bottom left of the screen""}","study","75","stimuli/75.jpg","6817.48","17","a bird with a pointy bead headed to the bottom left of the screen","14"
"","","","","","survey-text","20","2.0.0","630708","po26baes4xa","heron ","9097","","{""image_description"":""triangle, long""}","study","2","stimuli/2.jpg","6550.44","3","triangle, long","2"
"","","","","","survey-text","21","2.0.0","643116","po26baes4xa","heron ","11902","","{""image_description"":""square box with the top ripped off""}","study","34","stimuli/34.jpg","6639.63","9","square box with the top ripped off","7"
"","","","","","survey-text","22","2.0.0","656988","po26baes4xa","heron ","13358","","{""image_description"":""splatter with rectangles""}","study","116","stimuli/116.jpg","7061.19","26","splatter with rectangles","3"
"","","","","","survey-text","23","2.0.0","689085","po26baes4xa","heron ","31581","","{""image_description"":""splatter with rectangles and triangles. ""}","study","115","stimuli/115.jpg","6963.36","25","splatter with rectangles and triangles. ","6"
"","","","","","survey-text","24","2.0.0","705822","po26baes4xa","heron ","16228","","{""image_description"":""like a really fat and weird duck""}","study","71","stimuli/71.jpg","6779.96","17","like a really fat and weird duck","7"
"","","","","","survey-text","25","2.0.0","727790","po26baes4xa","heron ","21450","","{""Q0"":""identifying shapes & recognition"",""Q1"":""no"",""Q2"":""yes"",""Q3"":""no""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","738888","po26baes4xa","heron ","11097","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","739890","po26baes4xa","heron ","null","","","","","","","","",""
